Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
15.0,74.0,19.0,81.0,partly cloudy,1017.45,1.0,Summer,1.5,inland,Rainy
11.0,82.0,14.5,96.0,overcast,1014.44,8.0,Autumn,,inland,Cloudy
19.0,79.0,11.0,53.0,overcast,,2.0,Spring,4.0,mountain,Rainy
-14.0,48.0,5.0,74.0,partly cloudy,1022.96,8.0,Spring,5.5,coastal,Rainy
,80.0,13.0,78.0,clear,1011.38,4.0,Autumn,1.5,,
27.0,73.0,12.5,26.0,partly cloudy,1008.72,4.0,Winter,6.0,mountain,Cloudy
21.0,25.0,1.0,14.0,clear,1016.38,5.0,Autumn,7.0,coastal,
-4.0,89.0,15.5,75.0,partly cloudy,994.04,1.0,Winter,2.5,,Snowy
2.0,70.0,17.0,,,992.06,,Winter,4.5,inland,Snowy
-3.0,,,60.0,partly cloudy,991.41,0.0,Winter,2.0,mountain,Snowy
42.0,28.0,8.0,,partly cloudy,1019.49,9.0,Spring,6.5,,Sunny
18.0,91.0,18.0,91.0,partly cloudy,1000.55,1.0,Autumn,2.5,coastal,Rainy
10.0,88.0,18.5,92.0,overcast,998.65,6.0,Winter,1.5,coastal,Rainy
,72.0,31.5,86.0,partly cloudy,1001.25,6.0,Winter,1.0,,Rainy
29.0,63.0,11.5,52.0,,1017.35,2.0,Summer,2.0,inland,Rainy
37.0,62.0,6.0,6.0,clear,1021.37,11.0,,,inland,Sunny
16.0,87.0,14.0,50.0,overcast,,0.0,Summer,4.5,mountain,Rainy
28.0,52.0,13.5,30.0,partly cloudy,1011.14,3.0,Spring,5.0,,Cloudy
16.0,78.0,15.0,55.0,overcast,1012.87,0.0,,1.0,mountain,Rainy
11.0,50.0,14.0,15.0,overcast,1003.19,4.0,Summer,5.5,mountain,Cloudy
18.0,61.0,,19.0,partly cloudy,1011.7,2.0,Spring,6.5,inland,Cloudy
1.0,65.0,8.0,62.0,overcast,996.55,0.0,Winter,5.0,mountain,Snowy
12.0,70.0,2.5,43.0,partly cloudy,1016.35,2.0,Autumn,6.5,,Cloudy
12.0,22.0,1.0,66.0,partly cloudy,858.36,13.0,Winter,3.0,inland,Cloudy
12.0,97.0,5.5,86.0,overcast,1005.53,3.0,Winter,3.0,mountain,Rainy
3.0,73.0,,65.0,partly cloudy,993.69,1.0,Winter,2.5,mountain,
-7.0,79.0,13.0,86.0,overcast,989.76,0.0,Winter,1.5,mountain,Snowy
,28.0,7.5,14.0,clear,1015.26,10.0,Summer,,inland,Sunny
39.0,74.0,9.0,87.0,overcast,1000.45,7.0,Winter,8.0,inland,Cloudy
26.0,75.0,,61.0,overcast,1002.64,,Summer,1.0,coastal,
0.0,82.0,17.0,50.0,overcast,988.71,1.0,Winter,4.5,mountain,Snowy
27.0,69.0,3.0,33.0,overcast,1018.37,4.0,Spring,6.5,coastal,Cloudy
22.0,21.0,4.5,19.0,clear,1026.59,5.0,Summer,5.0,coastal,Sunny
13.0,75.0,0.5,,overcast,1006.64,1.0,Spring,8.0,mountain,Cloudy
25.0,74.0,0.0,33.0,partly cloudy,1011.2,1.0,Summer,,coastal,Cloudy
30.0,81.0,17.0,51.0,overcast,995.93,0.0,Autumn,1.0,inland,Rainy
15.0,73.0,23.0,86.0,,990.25,2.0,Spring,1.0,coastal,
23.0,28.0,5.0,0.0,partly cloudy,1016.71,11.0,Winter,10.0,mountain,Sunny
37.0,62.0,3.0,18.0,clear,1022.64,10.0,Winter,9.0,coastal,Sunny
-8.0,95.0,23.5,107.0,overcast,985.07,5.0,Winter,,inland,Snowy
5.0,36.0,,68.0,cloudy,1195.34,1.0,Autumn,16.0,inland,Rainy
21.0,,19.5,74.0,overcast,996.4,3.0,Spring,3.5,inland,
17.0,51.0,,21.0,overcast,1006.16,2.0,Summer,8.0,inland,Cloudy
22.0,71.0,9.5,55.0,overcast,1018.77,1.0,Summer,3.5,coastal,Rainy
36.0,66.0,2.0,13.0,clear,1010.25,6.0,Summer,,inland,Sunny
25.0,65.0,7.0,0.0,clear,1014.06,10.0,Winter,5.0,,Sunny
27.0,55.0,4.5,35.0,partly cloudy,,,Spring,5.5,inland,Cloudy
54.0,106.0,26.0,83.0,overcast,992.65,1.0,Winter,0.5,inland,Rainy
28.0,51.0,6.5,8.0,partly cloudy,1011.58,10.0,Autumn,8.5,,Sunny
34.0,69.0,7.5,32.0,overcast,1019.04,2.0,Spring,8.5,mountain,Cloudy
2.0,86.0,,76.0,overcast,990.66,1.0,Winter,2.5,inland,Snowy
,58.0,7.5,38.0,partly cloudy,1001.5,,Winter,7.5,coastal,Cloudy
-7.0,85.0,2.0,99.0,partly cloudy,,0.0,Winter,,inland,
,81.0,6.0,87.0,overcast,985.5,0.0,Winter,4.5,mountain,Snowy
42.0,39.0,7.5,17.0,partly cloudy,1029.23,5.0,,9.5,inland,Sunny
-5.0,69.0,17.0,76.0,overcast,981.49,1.0,,3.5,inland,Snowy
12.0,69.0,17.5,73.0,overcast,990.32,2.0,Autumn,2.0,,Rainy
10.0,58.0,8.5,40.0,cloudy,1101.7,5.0,Winter,18.0,coastal,Snowy
10.0,98.0,14.0,97.0,overcast,1007.79,1.0,Spring,4.5,inland,Rainy
23.0,28.0,,7.0,clear,1022.75,5.0,Summer,8.5,coastal,Sunny
37.0,109.0,22.0,94.0,overcast,1019.37,0.0,Autumn,1.5,mountain,Rainy
,79.0,12.0,12.0,,1013.39,,Spring,6.0,coastal,Cloudy
36.0,96.0,36.5,91.0,partly cloudy,996.7,10.0,Winter,3.0,mountain,
44.0,29.0,1.0,,clear,1012.63,10.0,Autumn,6.0,,
47.0,108.0,8.0,94.0,overcast,1003.87,3.0,Summer,10.5,mountain,Cloudy
70.0,,6.5,89.0,clear,1028.88,6.0,Autumn,5.0,mountain,Sunny
30.0,72.0,5.5,97.0,overcast,,,Spring,4.0,coastal,Rainy
10.0,94.0,13.5,62.0,overcast,1005.18,1.0,Autumn,5.0,coastal,Rainy
,59.0,9.0,37.0,overcast,1004.99,,,6.0,inland,Cloudy
39.0,24.0,5.5,9.0,partly cloudy,1025.3,9.0,Winter,7.0,coastal,Sunny
,101.0,34.5,,,993.43,14.0,Summer,5.0,inland,Rainy
18.0,94.0,2.5,109.0,partly cloudy,1018.62,,,6.0,coastal,Cloudy
23.0,,10.0,15.0,clear,1016.92,7.0,Spring,8.5,mountain,Sunny
,34.0,0.5,17.0,clear,1017.92,10.0,Spring,6.0,inland,Sunny
34.0,50.0,7.5,41.0,partly cloudy,1012.99,2.0,Winter,7.0,,Cloudy
29.0,61.0,14.0,33.0,,,3.0,Autumn,5.5,coastal,Cloudy
9.0,108.0,27.5,103.0,partly cloudy,1019.52,10.0,Spring,3.0,coastal,Cloudy
-6.0,103.0,,88.0,partly cloudy,995.28,5.0,Winter,1.5,mountain,Snowy
12.0,,16.0,78.0,overcast,994.11,2.0,Winter,,coastal,Rainy
,83.0,20.5,,,1005.29,10.0,Summer,6.5,inland,Cloudy
33.0,34.0,10.0,2.0,partly cloudy,1020.04,8.0,Summer,9.5,mountain,Sunny
-8.0,85.0,9.0,91.0,partly cloudy,987.23,1.0,Winter,2.0,mountain,Snowy
29.0,,15.0,56.0,overcast,1005.12,2.0,Autumn,3.0,,Rainy
37.0,50.0,2.5,,,1016.98,5.0,Spring,7.0,inland,Sunny
-2.0,63.0,7.5,94.0,overcast,980.74,0.0,Winter,1.5,inland,Snowy
,48.0,9.0,,cloudy,1157.85,,Spring,2.5,inland,Cloudy
21.0,68.0,3.0,30.0,partly cloudy,1019.34,1.0,Autumn,8.0,coastal,Cloudy
36.0,21.0,4.5,19.0,clear,1020.62,6.0,Winter,6.5,coastal,Sunny
20.0,51.0,,34.0,partly cloudy,1001.09,4.0,Autumn,7.0,inland,Cloudy
21.0,76.0,7.0,57.0,overcast,1014.41,3.0,Autumn,1.5,coastal,Rainy
12.0,62.0,5.5,79.0,partly cloudy,1012.12,4.0,Winter,5.5,coastal,Rainy
12.0,77.0,4.0,45.0,partly cloudy,1008.41,4.0,Spring,8.5,inland,Cloudy
10.0,57.0,,36.0,partly cloudy,1011.7,4.0,Summer,8.0,coastal,Cloudy
34.0,31.0,5.0,6.0,clear,1013.68,7.0,Spring,7.0,inland,Sunny
31.0,96.0,14.5,92.0,overcast,1000.22,12.0,Summer,10.0,mountain,Cloudy
13.0,97.0,8.5,96.0,overcast,1017.24,3.0,Autumn,3.5,coastal,Rainy
32.0,,6.5,55.0,overcast,1002.53,,Summer,2.5,coastal,Rainy
-15.0,71.0,14.5,41.0,partly cloudy,864.56,13.0,Winter,11.5,coastal,Sunny
36.0,81.0,,104.0,overcast,1004.2,8.0,Autumn,6.0,coastal,Cloudy
23.0,43.0,5.0,7.0,clear,1021.71,6.0,Autumn,9.0,mountain,
30.0,59.0,5.5,49.0,partly cloudy,1001.22,1.0,Spring,7.5,inland,Cloudy
-2.0,74.0,7.0,83.0,overcast,999.2,0.0,,,inland,
15.0,88.0,11.0,60.0,partly cloudy,999.44,,Autumn,3.0,mountain,Rainy
28.0,71.0,10.5,79.0,overcast,998.57,1.0,Autumn,2.0,coastal,Rainy
0.0,60.0,5.0,56.0,partly cloudy,995.59,1.0,Winter,1.5,mountain,Snowy
33.0,67.0,,46.0,overcast,1013.32,4.0,Spring,9.0,mountain,Cloudy
0.0,88.0,4.5,59.0,overcast,,0.0,,,inland,Snowy
32.0,68.0,6.0,1.0,clear,1016.28,,Spring,9.5,mountain,Sunny
28.0,66.0,12.5,45.0,partly cloudy,1000.76,2.0,Winter,9.0,inland,Cloudy
24.0,66.0,,47.0,partly cloudy,1004.79,4.0,Winter,5.5,,Cloudy
35.0,48.0,2.5,16.0,partly cloudy,1015.9,5.0,Autumn,7.0,mountain,Sunny
10.0,44.0,7.5,,partly cloudy,933.43,13.0,Spring,3.5,mountain,Sunny
-8.0,63.0,19.5,52.0,overcast,,0.0,Winter,2.0,,Snowy
21.0,59.0,2.5,0.0,clear,,9.0,Autumn,6.0,inland,Sunny
11.0,70.0,7.0,12.0,partly cloudy,1005.16,3.0,Autumn,7.5,coastal,Cloudy
,94.0,15.5,94.0,overcast,1010.92,5.0,Autumn,1.5,mountain,Rainy
-5.0,87.0,3.5,52.0,overcast,985.21,0.0,Winter,1.0,inland,
20.0,78.0,12.5,89.0,clear,1016.65,13.0,Autumn,8.5,mountain,Sunny
17.0,74.0,10.5,103.0,overcast,,12.0,Autumn,6.0,inland,Rainy
27.0,,0.0,30.0,overcast,1008.97,,Summer,8.5,mountain,Cloudy
39.0,60.0,9.5,13.0,clear,1013.69,8.0,Spring,,coastal,Sunny
1.0,102.0,35.0,90.0,overcast,988.38,5.0,Winter,4.0,mountain,Snowy
13.0,83.0,7.0,90.0,overcast,999.27,2.0,Winter,1.5,,Rainy
59.0,106.0,,109.0,clear,1023.39,,Winter,9.0,mountain,Sunny
-1.0,93.0,,62.0,overcast,988.34,0.0,Winter,3.5,inland,
32.0,66.0,,,partly cloudy,1010.87,1.0,Spring,8.5,mountain,Cloudy
0.0,78.0,19.5,85.0,overcast,998.09,0.0,,2.0,mountain,Snowy
-4.0,61.0,8.0,73.0,overcast,990.23,0.0,Winter,3.5,mountain,Snowy
-2.0,94.0,,60.0,partly cloudy,991.2,1.0,Winter,3.0,inland,Snowy
42.0,26.0,6.5,6.0,clear,1011.69,7.0,Summer,7.5,inland,Sunny
,86.0,16.0,64.0,overcast,990.95,2.0,Summer,2.5,coastal,Rainy
,,7.5,18.0,clear,1027.27,5.0,Winter,8.5,inland,Sunny
26.0,95.0,12.5,66.0,overcast,,,Summer,2.5,coastal,
14.0,96.0,16.0,59.0,overcast,1016.65,2.0,Spring,4.0,inland,Rainy
-6.0,69.0,,74.0,partly cloudy,982.49,1.0,Winter,4.0,mountain,
18.0,78.0,3.0,15.0,partly cloudy,1011.45,2.0,Summer,8.5,inland,Cloudy
28.0,,4.0,5.0,clear,1018.89,7.0,Summer,9.0,coastal,
27.0,63.0,2.5,16.0,partly cloudy,1029.77,11.0,Autumn,9.5,mountain,Sunny
15.0,75.0,6.0,30.0,partly cloudy,1010.66,2.0,Summer,6.5,coastal,Cloudy
-5.0,36.0,9.0,72.0,partly cloudy,1089.04,3.0,Winter,2.0,inland,Snowy
-2.0,68.0,9.0,97.0,overcast,988.46,0.0,Winter,4.0,mountain,Snowy
31.0,59.0,14.5,20.0,overcast,1001.96,1.0,Spring,,mountain,Cloudy
29.0,55.0,7.0,20.0,overcast,1019.91,4.0,Spring,5.5,inland,Cloudy
,69.0,13.5,43.0,overcast,1003.49,4.0,Summer,7.5,mountain,Cloudy
17.0,54.0,1.5,20.0,,1015.92,4.0,Winter,8.5,coastal,Cloudy
32.0,59.0,7.5,43.0,overcast,1010.05,1.0,Autumn,7.0,coastal,Cloudy
32.0,78.0,6.5,31.0,overcast,968.75,1.0,Spring,5.0,inland,
40.0,96.0,1.0,88.0,clear,1021.63,0.0,,7.5,mountain,Sunny
27.0,77.0,16.0,95.0,partly cloudy,1023.17,0.0,Summer,10.5,coastal,Sunny
20.0,65.0,10.0,42.0,cloudy,1080.21,,Autumn,17.0,coastal,
-8.0,,,75.0,partly cloudy,987.39,1.0,Winter,4.0,inland,
44.0,40.0,6.0,15.0,clear,1026.5,11.0,Autumn,,mountain,Sunny
17.0,63.0,9.0,10.0,overcast,1011.5,3.0,Winter,6.5,inland,Cloudy
23.0,109.0,0.0,91.0,clear,1029.8,4.0,Spring,7.0,coastal,Sunny
17.0,65.0,15.0,60.0,partly cloudy,1001.27,3.0,Autumn,4.0,mountain,Rainy
41.0,38.0,1.5,,clear,1028.58,,Winter,9.5,inland,Sunny
13.0,65.0,6.5,86.0,cloudy,899.08,6.0,Autumn,19.0,inland,Snowy
24.0,54.0,14.5,10.0,,1017.7,1.0,Summer,5.5,coastal,Cloudy
25.0,51.0,4.0,3.0,clear,1017.49,9.0,Summer,7.5,mountain,Sunny
22.0,47.0,2.5,1.0,clear,,7.0,Autumn,8.5,mountain,Sunny
,106.0,30.0,76.0,overcast,1001.99,,Summer,8.0,coastal,Cloudy
2.0,80.0,16.0,,overcast,996.19,4.0,,1.5,mountain,Snowy
33.0,42.0,4.0,8.0,partly cloudy,1021.96,5.0,Spring,9.0,coastal,Sunny
23.0,23.0,3.5,8.0,clear,1027.69,5.0,Spring,6.5,mountain,Sunny
32.0,61.0,6.0,97.0,,1000.84,0.0,Spring,3.0,inland,Rainy
35.0,29.0,9.0,20.0,cloudy,,7.0,Autumn,16.0,inland,Cloudy
,50.0,6.0,13.0,partly cloudy,1001.38,1.0,Summer,7.5,mountain,Cloudy
,54.0,10.5,47.0,partly cloudy,1007.02,3.0,Spring,7.0,coastal,Cloudy
26.0,33.0,7.5,6.0,clear,1025.21,8.0,Spring,7.5,,Sunny
23.0,63.0,3.0,18.0,clear,1024.52,5.0,Winter,8.0,inland,Sunny
23.0,104.0,3.5,76.0,partly cloudy,1028.36,,Summer,4.0,coastal,Sunny
-3.0,91.0,19.5,51.0,overcast,985.77,0.0,Winter,2.5,inland,Snowy
12.0,,11.5,26.0,partly cloudy,1003.73,3.0,,5.5,coastal,Cloudy
,95.0,3.5,82.0,overcast,990.75,11.0,Winter,1.0,inland,Snowy
5.0,104.0,12.5,,overcast,,0.0,Winter,5.0,mountain,Snowy
4.0,,,68.0,overcast,991.16,0.0,Winter,4.0,mountain,Snowy
-2.0,71.0,6.0,,overcast,989.38,0.0,Winter,3.0,inland,
22.0,78.0,16.5,74.0,,990.53,3.0,Summer,4.0,mountain,Rainy
29.0,83.0,17.5,81.0,overcast,1000.77,,Winter,4.5,inland,Rainy
28.0,67.0,,28.0,partly cloudy,,8.0,Summer,3.0,coastal,Cloudy
,74.0,15.5,92.0,overcast,981.7,1.0,,1.5,mountain,Snowy
29.0,82.0,18.0,78.0,overcast,991.54,3.0,Spring,,inland,Rainy
-10.0,75.0,,94.0,overcast,990.03,0.0,Winter,4.0,mountain,Snowy
18.0,75.0,11.0,20.0,partly cloudy,1003.14,,Autumn,7.5,inland,Cloudy
39.0,39.0,,16.0,partly cloudy,1014.76,8.0,Summer,8.0,inland,Sunny
26.0,60.0,1.5,14.0,clear,1028.72,5.0,Autumn,,inland,Sunny
0.0,83.0,18.5,78.0,overcast,992.31,1.0,Winter,4.0,mountain,
29.0,91.0,19.5,86.0,overcast,1010.19,0.0,Winter,4.5,coastal,Rainy
-7.0,,15.0,,partly cloudy,1105.56,9.0,Winter,2.5,inland,Snowy
2.0,32.0,5.0,49.0,partly cloudy,904.2,0.0,Spring,3.0,inland,
20.0,48.0,9.0,,,1012.09,10.0,Summer,6.5,coastal,Sunny
,60.0,3.5,2.0,clear,1011.03,8.0,Spring,7.5,mountain,Sunny
33.0,69.0,5.0,81.0,partly cloudy,994.68,12.0,Autumn,16.5,,Snowy
26.0,83.0,10.5,72.0,overcast,1004.7,,Summer,8.0,coastal,Cloudy
34.0,53.0,,41.0,partly cloudy,1013.81,1.0,Winter,8.0,coastal,Cloudy
,71.0,,51.0,overcast,999.2,2.0,Winter,4.0,coastal,Rainy
16.0,,17.5,95.0,overcast,1004.72,12.0,Autumn,1.5,,Cloudy
-8.0,,16.0,91.0,overcast,,1.0,Winter,3.5,inland,Snowy
12.0,56.0,0.5,48.0,,1008.67,3.0,Autumn,7.0,coastal,Cloudy
31.0,95.0,5.5,79.0,overcast,994.38,3.0,Autumn,4.5,coastal,Rainy
,95.0,5.5,54.0,,996.04,1.0,Winter,1.5,mountain,Rainy
20.0,79.0,9.5,40.0,partly cloudy,1004.02,1.0,Spring,5.0,mountain,
38.0,40.0,5.0,11.0,,1010.5,9.0,Autumn,9.5,coastal,
25.0,27.0,4.0,15.0,clear,1017.86,5.0,Autumn,7.5,mountain,Sunny
34.0,45.0,7.0,8.0,clear,1019.45,9.0,Winter,7.0,inland,Sunny
19.0,65.0,5.5,34.0,partly cloudy,1142.94,5.0,Winter,1.0,mountain,Sunny
27.0,72.0,15.5,,overcast,991.14,1.0,,4.0,coastal,Rainy
37.0,57.0,3.5,16.0,clear,1010.9,5.0,Autumn,9.5,mountain,Sunny
34.0,79.0,13.5,89.0,overcast,990.29,0.0,Summer,2.5,inland,Rainy
-16.0,98.0,4.5,,overcast,994.1,0.0,Winter,0.0,inland,Snowy
31.0,,7.0,16.0,partly cloudy,,5.0,Spring,7.0,coastal,Sunny
21.0,108.0,18.0,96.0,overcast,992.8,,,1.5,mountain,Rainy
3.0,88.0,19.0,74.0,overcast,986.86,,Winter,3.5,inland,Snowy
20.0,,9.0,,partly cloudy,1013.66,9.0,Autumn,7.5,coastal,Sunny
31.0,52.0,7.0,19.0,,1024.37,,Summer,8.0,,
39.0,34.0,3.5,5.0,clear,1016.3,7.0,Spring,7.5,inland,Sunny
80.0,76.0,3.0,93.0,clear,,13.0,Winter,3.0,inland,Sunny
16.0,50.0,,32.0,partly cloudy,1000.8,1.0,Autumn,7.5,mountain,Cloudy
19.0,70.0,,100.0,overcast,1012.31,9.0,Summer,2.0,inland,Rainy
-9.0,94.0,0.0,56.0,overcast,987.75,1.0,Winter,3.5,mountain,Snowy
,91.0,6.5,68.0,overcast,1016.8,2.0,Summer,2.0,coastal,Rainy
,83.0,3.5,52.0,,999.04,,Winter,3.5,mountain,Snowy
,79.0,0.0,,partly cloudy,1015.32,4.0,Summer,6.0,coastal,Cloudy
-19.0,51.0,10.0,26.0,overcast,1098.88,6.0,Spring,18.5,mountain,Cloudy
26.0,50.0,3.0,20.0,partly cloudy,1008.81,1.0,Summer,5.5,,Cloudy
18.0,98.0,21.0,92.0,,1010.14,8.0,Spring,11.0,coastal,Cloudy
44.0,65.0,6.5,3.0,clear,1021.53,,Autumn,7.0,coastal,Sunny
42.0,52.0,3.0,12.0,partly cloudy,1025.53,9.0,Summer,5.5,mountain,Sunny
15.0,,14.0,44.0,partly cloudy,1006.17,2.0,Summer,7.5,mountain,Cloudy
52.0,101.0,7.0,96.0,clear,,1.0,Summer,6.5,coastal,Sunny
0.0,89.0,19.5,54.0,overcast,994.67,0.0,Winter,3.5,mountain,Snowy
,,5.0,63.0,,981.68,0.0,Winter,3.0,inland,Snowy
,46.0,0.5,11.0,clear,1023.72,,Autumn,7.0,inland,Sunny
11.0,68.0,7.0,81.0,partly cloudy,,3.0,,1.5,inland,Rainy
2.0,41.0,14.5,94.0,partly cloudy,1147.75,11.0,Winter,1.0,mountain,Snowy
26.0,68.0,6.5,32.0,overcast,1015.95,2.0,Spring,,coastal,Cloudy
19.0,87.0,1.0,70.0,partly cloudy,1012.87,,Winter,11.5,inland,
,99.0,13.5,80.0,overcast,1002.93,14.0,Spring,9.0,coastal,Cloudy
33.0,60.0,7.0,37.0,partly cloudy,1009.8,2.0,Summer,6.0,mountain,Cloudy
26.0,71.0,4.0,39.0,partly cloudy,1011.13,4.0,,6.0,,Cloudy
31.0,94.0,5.0,53.0,partly cloudy,1000.48,3.0,Winter,4.0,coastal,Rainy
34.0,89.0,5.5,85.0,partly cloudy,,0.0,Spring,1.5,mountain,Rainy
-10.0,76.0,17.0,51.0,overcast,988.06,1.0,Winter,,mountain,Snowy
45.0,95.0,3.0,107.0,overcast,1013.55,1.0,Spring,8.0,coastal,Cloudy
29.0,81.0,5.0,95.0,overcast,990.38,2.0,Winter,4.5,mountain,Rainy
24.0,94.0,5.5,58.0,overcast,,2.0,Winter,1.5,,Rainy
14.0,95.0,15.0,52.0,overcast,1001.31,3.0,Spring,2.5,,Rainy
28.0,66.0,1.5,8.0,clear,1028.57,6.0,Winter,8.0,coastal,
,79.0,12.5,65.0,partly cloudy,994.52,1.0,Spring,1.0,,Rainy
17.0,,9.5,28.0,partly cloudy,,4.0,Summer,6.5,coastal,Cloudy
22.0,76.0,,35.0,overcast,1006.76,4.0,Summer,7.0,inland,Cloudy
38.0,49.0,11.5,56.0,partly cloudy,1187.38,13.0,Autumn,13.0,inland,Sunny
31.0,69.0,5.5,,partly cloudy,1010.26,3.0,Winter,4.0,coastal,Rainy
-13.0,102.0,18.0,93.0,overcast,984.22,9.0,Winter,5.5,inland,Snowy
23.0,94.0,18.0,,partly cloudy,1003.54,1.0,Summer,2.0,mountain,
,76.0,9.5,14.0,overcast,1012.3,2.0,Spring,6.5,,
39.0,84.0,32.5,71.0,partly cloudy,1019.59,,Winter,4.0,mountain,Rainy
4.0,74.0,8.5,77.0,overcast,987.85,1.0,Winter,3.5,inland,Snowy
2.0,80.0,12.5,93.0,overcast,987.85,1.0,Winter,1.5,inland,Snowy
,77.0,3.0,97.0,overcast,990.49,0.0,Winter,,mountain,Snowy
23.0,63.0,2.0,16.0,partly cloudy,1015.73,4.0,Spring,8.5,coastal,Cloudy
13.0,60.0,5.5,31.0,overcast,1019.03,2.0,Spring,5.5,inland,Cloudy
19.0,59.0,1.0,25.0,overcast,,3.0,,5.0,coastal,Cloudy
,89.0,17.5,89.0,overcast,1001.82,1.0,Spring,4.5,coastal,Rainy
41.0,20.0,1.5,13.0,clear,1028.27,5.0,Winter,9.0,mountain,Sunny
6.0,76.0,2.5,64.0,partly cloudy,1000.66,6.0,Spring,0.0,inland,Snowy
33.0,,4.5,2.0,clear,1026.57,7.0,Winter,8.5,coastal,
11.0,57.0,5.0,19.0,partly cloudy,1019.91,1.0,Summer,7.5,inland,Cloudy
4.0,,,72.0,partly cloudy,995.05,,Winter,2.5,inland,
30.0,73.0,,67.0,partly cloudy,1000.4,0.0,Summer,3.0,inland,Rainy
27.0,64.0,2.0,42.0,partly cloudy,1005.59,4.0,Summer,8.0,mountain,Cloudy
32.0,91.0,5.5,67.0,overcast,1004.63,3.0,Summer,2.0,mountain,Rainy
-2.0,60.0,11.0,61.0,overcast,986.79,0.0,Winter,3.5,inland,
-18.0,70.0,11.0,12.0,partly cloudy,1182.77,14.0,Summer,10.5,inland,Cloudy
3.0,72.0,10.0,78.0,overcast,987.7,1.0,,4.5,inland,Snowy
-8.0,92.0,5.5,54.0,overcast,999.41,1.0,Winter,3.0,mountain,Snowy
4.0,75.0,10.5,,cloudy,926.46,12.0,Spring,1.5,mountain,Rainy
34.0,71.0,4.0,42.0,partly cloudy,1001.55,4.0,Summer,7.0,mountain,Cloudy
38.0,44.0,5.5,7.0,partly cloudy,1015.53,,Summer,9.5,inland,Sunny
22.0,57.0,5.0,2.0,clear,1026.21,5.0,Autumn,8.0,mountain,Sunny
20.0,20.0,,7.0,clear,1027.65,6.0,Spring,9.5,,Sunny
,60.0,6.0,,overcast,983.66,0.0,Winter,2.5,inland,Snowy
47.0,72.0,11.5,108.0,clear,1019.44,12.0,Autumn,9.5,inland,Sunny
-9.0,70.0,5.0,67.0,partly cloudy,980.37,0.0,Winter,4.5,mountain,Snowy
39.0,42.0,3.0,19.0,partly cloudy,1011.63,7.0,Winter,6.0,inland,Sunny
21.0,86.0,9.5,,partly cloudy,997.76,,Spring,3.0,mountain,Rainy
-3.0,99.0,5.0,87.0,partly cloudy,987.24,1.0,Winter,,inland,Snowy
29.0,46.0,6.0,9.0,clear,1014.94,5.0,Spring,,,Sunny
30.0,60.0,6.5,75.0,overcast,998.88,,Autumn,4.0,coastal,Rainy
39.0,29.0,0.5,16.0,clear,1017.52,5.0,Spring,6.0,coastal,Sunny
30.0,64.0,7.0,51.0,,1014.89,,Summer,3.5,inland,Rainy
-1.0,82.0,3.0,64.0,overcast,991.36,1.0,Winter,,inland,Snowy
26.0,82.0,18.5,90.0,overcast,994.41,2.0,Spring,3.0,mountain,Rainy
11.0,74.0,,86.0,overcast,1009.58,3.0,Spring,2.5,mountain,Rainy
,23.0,3.0,13.0,clear,1014.87,5.0,Summer,7.5,,Sunny
12.0,75.0,19.5,66.0,partly cloudy,1019.53,1.0,Autumn,,coastal,Rainy
-12.0,24.0,3.0,50.0,partly cloudy,,3.0,,6.5,inland,Sunny
32.0,60.0,9.0,52.0,overcast,992.85,3.0,Winter,4.5,coastal,Rainy
24.0,80.0,32.0,84.0,overcast,1013.59,1.0,Autumn,3.0,mountain,Rainy
24.0,78.0,7.0,27.0,partly cloudy,1004.99,4.0,Summer,6.5,coastal,
36.0,33.0,,2.0,partly cloudy,1025.96,6.0,Summer,,coastal,Sunny
-7.0,81.0,6.0,85.0,overcast,985.67,0.0,Winter,2.0,mountain,Snowy
21.0,,7.5,16.0,overcast,1019.37,2.0,Autumn,7.5,inland,Cloudy
16.0,76.0,9.0,65.0,overcast,1006.24,3.0,Spring,2.5,coastal,Rainy
-19.0,26.0,7.5,20.0,cloudy,879.11,10.0,Spring,13.5,mountain,Cloudy
18.0,71.0,9.0,,overcast,995.69,1.0,Spring,1.0,inland,Rainy
-8.0,63.0,0.5,73.0,overcast,994.16,1.0,Winter,3.0,mountain,Snowy
1.0,63.0,11.5,82.0,overcast,997.03,0.0,Winter,1.5,inland,Snowy
19.0,91.0,10.0,62.0,overcast,1004.94,2.0,,2.0,coastal,Rainy
35.0,40.0,7.0,5.0,partly cloudy,1013.66,9.0,Summer,9.5,inland,Sunny
-4.0,74.0,17.0,56.0,overcast,980.29,1.0,Winter,2.5,mountain,Snowy
,98.0,18.0,,partly cloudy,1007.06,0.0,Autumn,2.0,coastal,Rainy
34.0,24.0,,1.0,clear,1019.98,10.0,Summer,7.0,mountain,Sunny
40.0,26.0,9.0,19.0,clear,1023.2,6.0,Summer,9.0,inland,Sunny
33.0,80.0,14.0,77.0,overcast,1016.88,1.0,Autumn,4.5,coastal,Rainy
-2.0,96.0,6.0,66.0,overcast,984.93,,Winter,1.5,inland,Snowy
0.0,84.0,17.0,,overcast,989.75,0.0,Winter,1.0,mountain,Snowy
-2.0,106.0,24.0,73.0,partly cloudy,981.5,13.0,Winter,1.5,inland,Snowy
34.0,,18.0,88.0,overcast,1018.97,1.0,Summer,3.5,coastal,
